time	x	y	z	r	angle1	angle2
0.0002491474151611328	600.0	0.0	0.0	-63.0	0.0	0.0
0.023056745529174805	599.9998168945312	0.44929999113082886	0.0	-63.0	0.042899999767541885	0.0
0.023765087127685547	599.9993896484375	0.8463000059127808	0.0	-63.0	0.08079999685287476	0.0
0.024393320083618164	599.9959106445312	2.196500062942505	0.0	-63.0	0.20970000326633453	0.0
0.022935152053833008	599.9913940429688	3.202199935913086	0.0	-63.0	0.30570000410079956	0.0
0.022721052169799805	599.9833984375	4.459499835968018	0.0	-63.0	0.42579999566078186	0.0
0.02292156219482422	599.9700927734375	5.989500045776367	0.0	-63.0	0.5719000101089478	0.0
0.023365020751953125	599.9490966796875	7.810800075531006	0.0	-63.0	0.7458999752998352	0.0
0.023063182830810547	599.9176025390625	9.940500259399414	0.0	-63.0	0.9492999911308289	0.0
0.024020910263061523	599.8720092773438	12.393400192260742	0.0	-63.0	1.183500051498413	0.0
0.02495718002319336	599.7202758789062	18.31909942626953	0.0	-63.0	1.7496000528335571	0.0
0.023653268814086914	599.6033935546875	21.81220054626465	0.0	-63.0	2.0833001136779785	0.0
0.023828744888305664	599.4506225585938	25.66939926147461	0.0	-63.0	2.4519999027252197	0.0
0.02376103401184082	599.2546997070312	29.896499633789062	0.0	-63.0	2.8559999465942383	0.0
0.024085283279418945	598.7000122070312	39.4739990234375	0.0	-63.0	3.772200107574463	0.0
0.02261805534362793	598.322998046875	44.82749938964844	0.0	-63.0	4.2846999168396	0.0
0.02270340919494629	597.8662109375	50.55609893798828	0.0	-63.0	4.833399772644043	0.0
0.023268699645996094	597.6046142578125	53.56050109863281	0.0	-63.0	5.121399879455566	0.0
0.022513628005981445	597.3189086914062	56.65739822387695	0.0	-63.0	5.418399810791016	0.0
0.023077964782714844	597.3189086914062	56.65739822387695	0.0	-63.0	5.418399810791016	0.0
0.024123191833496094	597.0078125	59.84640121459961	0.0	-63.0	5.724400043487549	0.0
0.02291250228881836	596.669921875	63.126800537109375	0.0	-63.0	6.039299964904785	0.0
0.022507905960083008	596.3037109375	66.4977035522461	0.0	-63.0	6.363100051879883	0.0
0.023334264755249023	596.3037109375	66.4977035522461	0.0	-63.0	6.363100051879883	0.0
0.023342370986938477	595.9075927734375	69.95819854736328	0.0	-63.0	6.695700168609619	0.0
0.023604154586791992	595.480224609375	73.50740051269531	0.0	-63.0	7.037099838256836	0.0
0.02303457260131836	595.480224609375	73.50740051269531	0.0	-63.0	7.037099838256836	0.0
0.023107051849365234	595.0198974609375	77.14399719238281	0.0	-63.0	7.3871002197265625	0.0
0.02246856689453125	594.525390625	80.86720275878906	0.0	-63.0	7.745800018310547	0.0
0.023514986038208008	593.9949951171875	84.67530059814453	0.0	-63.0	8.112899780273438	0.0
0.02351236343383789	593.9949951171875	84.67530059814453	0.0	-63.0	8.112899780273438	0.0
0.02349090576171875	593.4271850585938	88.56700134277344	0.0	-63.0	8.488499641418457	0.0
0.023576021194458008	592.8204956054688	92.54100036621094	0.0	-63.0	8.872400283813477	0.0
0.023035049438476562	592.8204956054688	92.54100036621094	0.0	-63.0	8.872400283813477	0.0
0.023209571838378906	592.1732788085938	96.595703125	0.0	-63.0	9.26449966430664	0.0
0.022753477096557617	591.4841918945312	100.72930145263672	0.0	-63.0	9.66469955444336	0.0
0.02225637435913086	590.751708984375	104.94010162353516	0.0	-63.0	10.072799682617188	0.0
0.023103713989257812	590.751708984375	104.94010162353516	0.0	-63.0	10.072799682617188	0.0
0.023567914962768555	589.9741821289062	109.22640228271484	0.0	-63.0	10.488800048828125	0.0
0.023162364959716797	589.150390625	113.58609771728516	0.0	-63.0	10.912500381469727	0.0
0.023450136184692383	588.2786865234375	118.01740264892578	0.0	-63.0	11.343799591064453	0.0
0.02365255355834961	588.2786865234375	118.01740264892578	0.0	-63.0	11.343799591064453	0.0
0.023637056350708008	587.35791015625	122.51809692382812	0.0	-63.0	11.782400131225586	0.0
0.024190425872802734	586.3864135742188	127.08609771728516	0.0	-63.0	12.228400230407715	0.0
0.02362346649169922	586.3864135742188	127.08609771728516	0.0	-63.0	12.228400230407715	0.0
0.02462291717529297	584.28662109375	136.41510009765625	0.0	-63.0	13.141599655151367	0.0
0.022740602493286133	584.28662109375	136.41510009765625	0.0	-63.0	13.141599655151367	0.0
0.02458786964416504	583.1557006835938	141.17129516601562	0.0	-63.0	13.608400344848633	0.0
0.023914813995361328	583.1557006835938	141.17129516601562	0.0	-63.0	13.608400344848633	0.0
0.02393651008605957	581.9691772460938	145.98550415039062	0.0	-63.0	14.081899642944336	0.0
0.02427530288696289	580.7258911132812	150.85519409179688	0.0	-63.0	14.561800003051758	0.0
0.023537397384643555	579.4249877929688	155.77769470214844	0.0	-63.0	15.04800033569336	0.0
0.023305654525756836	578.0650024414062	160.75039672851562	0.0	-63.0	15.540300369262695	0.0
